0, 0,0
0.05, 2.32459e-05,-4.24616e-05
0.1, 4.52987e-05,-8.2567e-05
0.15, 6.61601e-05,-0.000120316
0.2, 8.58318e-05,-0.000155709
0.25, 0.000104315,-0.000188745
0.3, 0.000121612,-0.000219426
0.35, 0.000137724,-0.000247749
0.4, 0.000152653,-0.000273717
0.45, 0.000166399,-0.000297328
0.5, 0.000178964,-0.000318583
0.55, 0.00019035,-0.000337482
0.6, 0.000200557,-0.000354025
0.65, 0.000209587,-0.000368211
0.7, 0.000217441,-0.000380041
0.75, 0.000224121,-0.000389515
0.8, 0.000229627,-0.000396632
0.85, 0.00023396,-0.000401393
0.9, 0.000237121,-0.000403798
0.95, 0.000239112,-0.000403846
1, 0.000239932,-0.000401539
